3071302,CME__ES_1712,2017/12/11,17:00:00,0,0,2652,171,0
3071303,CME__ES_1712,2017/12/11,17:00:00,0,0,2652.25,10,2652
3071304,CME__ES_1712,2017/12/11,17:00:00,0,0,2652,3,2652
3071305,CME__ES_1712,2017/12/11,17:00:00,0,0,2652.25,2,2652
3071306,CME__ES_1712,2017/12/11,17:00:00,0,0,2652.25,2,2652
3071307,CME__ES_1712,2017/12/11,17:00:00,0,0,2652.25,11,2652
3071308,CME__ES_1712,2017/12/11,17:00:00,0,0,2652,1,2652
3071309,CME__ES_1712,2017/12/11,17:00:00,0,0,2652.25,1,2652
3071310,CME__ES_1712,2017/12/11,17:00:00,0,0,2652.25,2,2652
3071311,CME__ES_1712,2017/12/11,17:00:00,0,0,2652.25,1,2652
3071312,CME__ES_1712,2017/12/11,17:00:00,0,0,2652.25,3,2652
3071313,CME__ES_1712,2017/12/11,17:00:01,0,0,2652,1,2652
3071314,CME__ES_1712,2017/12/11,17:00:01,0,0,2652,10,2652
3071315,CME__ES_1712,2017/12/11,17:00:01,0,0,2652,2,2652
3071316,CME__ES_1712,2017/12/11,17:00:01,0,0,2652.25,11,2652
3071317,CME__ES_1712,2017/12/11,17:00:01,0,0,2652.5,3,2652
3071318,CME__ES_1712,2017/12/11,17:00:01,0,0,2652.25,2,2652
3071319,CME__ES_1712,2017/12/11,17:00:01,0,0,2652.5,1,2652
3071320,CME__ES_1712,2017/12/11,17:00:01,0,0,2652,9,2652
3071321,CME__ES_1712,2017/12/11,17:00:01,0,0,2652.25,7,2652
3071322,CME__ES_1712,2017/12/11,17:00:01,0,0,2652,1,2652
3071323,CME__ES_1712,2017/12/11,17:00:02,0,0,2652,1,2652
3071324,CME__ES_1712,2017/12/11,17:00:02,0,0,2652.5,7,2652
3071325,CME__ES_1712,2017/12/11,17:00:02,0,0,2652.25,1,2652
3071326,CME__ES_1712,2017/12/11,17:00:02,0,0,2652.25,3,2652
3071327,CME__ES_1712,2017/12/11,17:00:02,0,0,2652.25,2,2652
3071328,CME__ES_1712,2017/12/11,17:00:02,0,0,2652.5,13,2652
3071329,CME__ES_1712,2017/12/11,17:00:02,0,0,2652.5,17,2652
3071330,CME__ES_1712,2017/12/11,17:00:02,0,0,2652.75,45,2652
3071331,CME__ES_1712,2017/12/11,17:00:02,0,0,2652.5,1,2652
3071332,CME__ES_1712,2017/12/11,17:00:02,0,0,2652.5,7,2652
3071333,CME__ES_1712,2017/12/11,17:00:02,0,0,2652.25,5,2652
3071334,CME__ES_1712,2017/12/11,17:00:02,0,0,2652.5,7,2652
3071335,CME__ES_1712,2017/12/11,17:00:03,0,0,2652.5,4,2652
3071336,CME__ES_1712,2017/12/11,17:00:03,0,0,2652.5,1,2652
3071337,CME__ES_1712,2017/12/11,17:00:03,0,0,2652.5,11,2652
3071338,CME__ES_1712,2017/12/11,17:00:03,0,0,2652.5,1,2652
3071339,CME__ES_1712,2017/12/11,17:00:03,0,0,2652.5,62,2652
3071340,CME__ES_1712,2017/12/11,17:00:03,0,0,2652.75,20,2652
3071341,CME__ES_1712,2017/12/11,17:00:03,0,0,2652.5,7,2652
3071342,CME__ES_1712,2017/12/11,17:00:03,0,0,2652.25,5,2652
3071343,CME__ES_1712,2017/12/11,17:00:03,0,0,2652.5,3,2652
3071344,CME__ES_1712,2017/12/11,17:00:04,0,0,2652.25,1,2652
3071345,CME__ES_1712,2017/12/11,17:00:05,0,0,2652.25,1,2652
3071346,CME__ES_1712,2017/12/11,17:00:05,0,0,2652.5,2,2652
3071347,CME__ES_1712,2017/12/11,17:00:06,0,0,2652.5,12,2652
3071348,CME__ES_1712,2017/12/11,17:00:06,0,0,2652.5,2,2652
3071349,CME__ES_1712,2017/12/11,17:00:06,0,0,2652.5,1,2652
3071350,CME__ES_1712,2017/12/11,17:00:07,0,0,2652.5,1,2652
3071351,CME__ES_1712,2017/12/11,17:00:07,0,0,2652.75,6,2652
3071352,CME__ES_1712,2017/12/11,17:00:08,0,0,2652.75,3,2652
3071353,CME__ES_1712,2017/12/11,17:00:08,0,0,2652.75,8,2652
3071354,CME__ES_1712,2017/12/11,17:00:09,0,0,2652.5,1,2652
3071355,CME__ES_1712,2017/12/11,17:00:09,0,0,2652.75,4,2652
3071356,CME__ES_1712,2017/12/11,17:00:09,0,0,2652.75,2,2652
3071357,CME__ES_1712,2017/12/11,17:00:09,0,0,2652.75,1,2652
3071358,CME__ES_1712,2017/12/11,17:00:09,0,0,2652.75,8,2652
3071359,CME__ES_1712,2017/12/11,17:00:09,0,0,2652.75,7,2652
3071360,CME__ES_1712,2017/12/11,17:00:10,0,0,2652.75,3,2652
3071361,CME__ES_1712,2017/12/11,17:00:10,0,0,2653,9,2652
3071362,CME__ES_1712,2017/12/11,17:00:10,0,0,2653,3,2652
3071363,CME__ES_1712,2017/12/11,17:00:11,0,0,2653,7,2652
3071364,CME__ES_1712,2017/12/11,17:00:12,0,0,2653,5,2652
3071365,CME__ES_1712,2017/12/11,17:00:12,0,0,2653,1,2652
3071366,CME__ES_1712,2017/12/11,17:00:12,0,0,2652.75,1,2652
3071367,CME__ES_1712,2017/12/11,17:00:13,0,0,2653,3,2652
3071368,CME__ES_1712,2017/12/11,17:00:14,0,0,2653,1,2652
3071369,CME__ES_1712,2017/12/11,17:00:14,0,0,2652.75,33,2652
3071370,CME__ES_1712,2017/12/11,17:00:14,0,0,2653,13,2652
3071371,CME__ES_1712,2017/12/11,17:00:14,0,0,2653,10,2652
3071372,CME__ES_1712,2017/12/11,17:00:15,0,0,2652.75,16,2652
3071373,CME__ES_1712,2017/12/11,17:00:15,0,0,2652.75,1,2652
3071374,CME__ES_1712,2017/12/11,17:00:16,0,0,2653,10,2652
3071375,CME__ES_1712,2017/12/11,17:00:17,0,0,2653,1,2652
3071376,CME__ES_1712,2017/12/11,17:00:17,0,0,2653,5,2652
3071377,CME__ES_1712,2017/12/11,17:00:19,0,0,2652.75,5,2652
