80453,TX00,2017/12/08,14:50:25,10386,10386,10386,10386,2,10372,E
80454,TX00,2017/12/08,14:55:00,10386,10398,10386,10391,460,10376,R
80455,TX00,2017/12/08,15:00:00,10391,10391,10390,10390,1420,10381,G
80456,TX00,2017/12/08,15:05:01,10390,10397,10390,10394,254,10385,R
80457,TX00,2017/12/08,15:10:00,10395,10396,10390,10390,209,10390,G
80458,TX00,2017/12/08,15:15:06,10390,10390,10386,10390,304,10391,E
80459,TX00,2017/12/08,15:20:02,10391,10391,10386,10386,223,10390,G
80460,TX00,2017/12/08,15:25:16,10386,10392,10386,10392,74,10390,R
80461,TX00,2017/12/08,15:30:08,10392,10393,10388,10390,107,10390,G
80462,TX00,2017/12/08,15:35:15,10388,10389,10388,10388,48,10389,E
80463,TX00,2017/12/08,15:45:03,10388,10389,10384,10384,212,10388,G
80464,TX00,2017/12/08,15:50:08,10383,10387,10383,10385,65,10388,R
80465,TX00,2017/12/08,15:55:08,10385,10387,10384,10385,104,10386,E
80466,TX00,2017/12/08,16:00:03,10385,10387,10384,10385,67,10385,E
80467,TX00,2017/12/08,16:05:16,10384,10387,10384,10387,116,10385,R
80468,TX00,2017/12/08,16:10:41,10387,10388,10386,10388,61,10386,R
80469,TX00,2017/12/08,16:15:06,10389,10389,10386,10388,32,10387,G
80470,TX00,2017/12/08,16:20:11,10388,10392,10388,10391,201,10388,R
80471,TX00,2017/12/08,16:25:01,10390,10393,10389,10393,214,10389,R
80472,TX00,2017/12/08,16:30:02,10393,10395,10392,10392,80,10390,G
80473,TX00,2017/12/08,16:35:01,10392,10392,10391,10392,57,10391,E
80474,TX00,2017/12/08,16:40:40,10392,10396,10392,10394,188,10392,R
80475,TX00,2017/12/08,16:45:04,10394,10397,10394,10397,149,10394,R
80476,TX00,2017/12/08,16:50:01,10397,10399,10396,10396,169,10394,G
80477,TX00,2017/12/08,16:55:17,10397,10397,10395,10396,67,10395,G
80478,TX00,2017/12/08,17:05:19,10397,10397,10394,10395,107,10396,G
80479,TX00,2017/12/08,17:10:14,10395,10395,10393,10394,46,10396,G
80480,TX00,2017/12/08,17:15:03,10394,10394,10393,10393,33,10395,G
80481,TX00,2017/12/08,17:20:27,10393,10393,10391,10391,34,10394,G
80482,TX00,2017/12/08,17:25:32,10391,10392,10388,10391,117,10393,E
80483,TX00,2017/12/08,17:30:49,10391,10394,10391,10392,55,10392,R
80484,TX00,2017/12/08,17:35:58,10392,10393,10392,10393,10,10392,R
80485,TX00,2017/12/08,17:45:01,10394,10395,10394,10395,50,10392,R
80486,TX00,2017/12/08,17:50:31,10395,10396,10394,10394,27,10393,G
80487,TX00,2017/12/08,17:55:04,10394,10396,10394,10396,27,10394,R
80488,TX00,2017/12/08,18:00:27,10397,10398,10396,10398,51,10395,R
80489,TX00,2017/12/08,18:05:00,10398,10398,10397,10398,76,10396,E
80490,TX00,2017/12/08,18:10:00,10398,10399,10398,10399,55,10397,R
80491,TX00,2017/12/08,18:15:16,10398,10399,10397,10397,118,10398,G
80492,TX00,2017/12/08,18:20:01,10397,10397,10396,10397,32,10398,E
80493,TX00,2017/12/08,18:25:12,10397,10397,10397,10397,16,10398,E
80494,TX00,2017/12/08,18:30:44,10396,10397,10396,10396,46,10397,E
80495,TX00,2017/12/08,18:35:04,10396,10396,10395,10396,25,10397,E
80496,TX00,2017/12/08,18:40:01,10396,10397,10396,10397,55,10397,R
80497,TX00,2017/12/08,18:45:05,10397,10398,10396,10397,31,10397,E
80498,TX00,2017/12/08,18:50:26,10397,10398,10397,10397,42,10397,E
80499,TX00,2017/12/08,18:55:10,10397,10398,10396,10396,92,10397,G
80500,TX00,2017/12/08,19:05:04,10396,10396,10395,10396,74,10397,E
80501,TX00,2017/12/08,19:10:04,10395,10396,10395,10395,18,10396,E
80502,TX00,2017/12/08,19:15:22,10395,10396,10395,10396,30,10396,R
80503,TX00,2017/12/08,19:20:21,10396,10396,10395,10395,57,10396,G
80504,TX00,2017/12/08,19:25:01,10395,10396,10395,10396,26,10396,R
80505,TX00,2017/12/08,19:30:11,10396,10396,10394,10395,13,10395,G
80453,CME,E71712,2017/12/08,17:30:16,10394,11782,10394,11777,21,11778,R
80454,CME,E71712,2017/12/08,17:55:31,11777,11778,11777,11778,9,11778,R
80455,CME,E71712,2017/12/08,18:10:14,11779,11779,11778,11778,2,11778,G
80456,CME,E71712,2017/12/08,18:35:40,11778,11778,11776,11777,8,11778,G
80457,CME,E71712,2017/12/08,18:50:34,11778,11778,11772,11773,14,11777,G
80458,CME,E71712,2017/12/08,18:55:00,11773,11774,11772,11772,11,11776,G
80459,CME,E71712,2017/12/08,19:10:49,11773,11774,11772,11772,11,11774,G
80460,CME,E71712,2017/12/08,19:15:54,11773,11773,11772,11772,2,11773,G
80461,CME,E71712,2017/12/08,19:30:53,11772,11773,11772,11773,4,11772,R
80462,CME,E71712,2017/12/08,20:30:58,11772,11773,11767,11771,32,11772,G
80463,CME,E71712,2017/12/08,20:35:25,11770,11770,11769,11770,14,11772,E
80464,CME,E71712,2017/12/08,21:00:52,11772,11774,11772,11773,5,11772,R
80465,CME,E71712,2017/12/08,21:05:15,11772,11772,11771,11771,2,11772,G
80466,CME,E71712,2017/12/08,21:20:24,11772,11774,11772,11774,7,11772,R
80467,CME,E71712,2017/12/08,21:30:34,11771,11771,11771,11771,5,11772,E
80468,CME,E71712,2017/12/08,22:00:25,11772,11774,11772,11773,11,11772,R
80469,CME,E71712,2017/12/08,22:25:18,11773,11773,11771,11771,10,11772,G
80470,CME,E71712,2017/12/08,22:40:31,11770,11770,11769,11769,6,11772,G
80471,CME,E71712,2017/12/08,22:45:19,11771,11771,11771,11771,6,11771,E
80472,CME,E71712,2017/12/08,23:00:00,11771,11771,11767,11767,5,11770,G
80473,CME,E71712,2017/12/08,23:10:24,11767,11767,11766,11767,15,11769,E
80474,CME,E71712,2017/12/08,23:40:00,11767,11769,11765,11767,25,11768,E
80475,CME,E71712,2017/12/08,00:25:45,11767,11773,11762,11763,62,11767,G
80476,CME,E71712,2017/12/08,00:30:16,11763,11763,11762,11763,5,11765,E
80477,CME,E71712,2017/12/08,00:35:25,11762,11766,11761,11766,21,11765,R
80478,CME,E71712,2017/12/08,00:40:25,11766,11768,11763,11763,14,11764,G
80479,CME,E71712,2017/12/08,00:45:08,11764,11764,11759,11760,14,11763,G
80480,CME,E71712,2017/12/08,00:50:30,11760,11761,11759,11761,15,11763,R
80481,CME,E71712,2017/12/08,00:55:23,11760,11760,11760,11760,3,11762,E
80482,CME,E71712,2017/12/08,01:00:12,11761,11761,11756,11756,14,11760,G
80483,CME,E71712,2017/12/08,01:05:03,11756,11760,11756,11757,13,11759,R
80484,CME,E71712,2017/12/08,01:10:00,11756,11757,11754,11756,16,11758,E
80485,CME,E71712,2017/12/08,01:15:01,11755,11756,11747,11748,55,11755,G
80486,CME,E71712,2017/12/08,01:20:50,11749,11750,11748,11750,26,11753,R
80487,CME,E71712,2017/12/08,01:25:27,11752,11753,11752,11753,9,11753,R
80488,CME,E71712,2017/12/08,01:30:03,11753,11755,11753,11755,9,11752,R
80489,CME,E71712,2017/12/08,01:35:47,11755,11755,11754,11754,15,11752,G
80490,CME,E71712,2017/12/08,01:45:01,11753,11755,11749,11755,41,11753,R
80491,CME,E71712,2017/12/08,01:50:27,11755,11756,11755,11756,10,11755,R
80492,CME,E71712,2017/12/08,01:55:52,11754,11754,11748,11752,18,11754,G
80493,CME,E71712,2017/12/08,02:00:00,11753,11759,11753,11757,15,11755,R
80494,CME,E71712,2017/12/08,02:05:04,11756,11759,11755,11758,19,11756,R
80495,CME,E71712,2017/12/08,02:10:50,11758,11758,11752,11752,68,11755,G
80496,CME,E71712,2017/12/08,02:15:03,11752,11753,11748,11748,6,11753,G
80497,CME,E71712,2017/12/08,02:20:33,11750,11751,11747,11750,22,11753,E
80498,CME,E71712,2017/12/08,02:25:07,11751,11751,11745,11745,21,11751,G
80499,CME,E71712,2017/12/08,02:30:48,11745,11746,11739,11746,62,11748,R
80500,CME,E71712,2017/12/08,02:35:11,11746,11748,11746,11748,11,11747,R
80501,CME,E71712,2017/12/08,02:40:29,11749,11749,11745,11747,22,11747,G
