2963635,2317,2017/10/24,09:00:00,-9999.990, -9999.990, 110.000, 1959, 11910
2963636,2317,2017/10/24,09:00:05,109.500, 110.000, 110.000, 107, 110
2963637,2317,2017/10/24,09:00:10,109.500, 110.000, 110.000, 9, 110
2963638,2317,2017/10/24,09:00:16,109.500, 110.000, 110.000, 12, 110
2963639,2317,2017/10/24,09:00:21,109.500, 110.000, 110.000, 6, 110
2963640,2317,2017/10/24,09:00:26,109.500, 110.000, 110.000, 3, 110
2963641,2317,2017/10/24,09:00:31,109.500, 110.000, 110.000, 4, 110
2963642,2317,2017/10/24,09:00:36,109.500, 110.000, 110.000, 303, 110
2963643,2317,2017/10/24,09:00:41,109.500, 110.000, 110.000, 40, 110
2963644,2317,2017/10/24,09:00:46,110.000, 110.500, 110.000, 102, 110
2963645,2317,2017/10/24,09:00:51,110.000, 110.500, 110.500, 15, 110
2963646,2317,2017/10/24,09:00:56,110.000, 110.500, 110.000, 10, 110
2963647,2317,2017/10/24,09:01:02,110.000, 110.500, 110.500, 10, 110
2963648,2317,2017/10/24,09:01:07,110.000, 110.500, 110.500, 6, 110
2963649,2317,2017/10/24,09:01:12,110.000, 110.500, 110.500, 6, 110
2963650,2317,2017/10/24,09:01:17,110.000, 110.500, 110.500, 4, 110
2963651,2317,2017/10/24,09:01:22,110.000, 110.500, 110.500, 9, 110
2963652,2317,2017/10/24,09:01:27,110.000, 110.500, 110.500, 10, 110
2963653,2317,2017/10/24,09:01:32,110.000, 110.500, 110.500, 11, 110
2963654,2317,2017/10/24,09:01:37,110.000, 110.500, 110.500, 5, 110
2963655,2317,2017/10/24,09:01:42,110.000, 110.500, 110.500, 5, 110
2963656,2317,2017/10/24,09:01:48,110.000, 110.500, 110.500, 5, 110
2963657,2317,2017/10/24,09:01:53,110.000, 110.500, 110.500, 8, 110
2963658,2317,2017/10/24,09:01:58,110.000, 110.500, 110.500, 5, 110
2963659,2317,2017/10/24,09:02:03,110.000, 110.500, 110.500, 6, 110
2963660,2317,2017/10/24,09:02:08,110.000, 110.500, 110.500, 11, 110
2963661,2317,2017/10/24,09:02:13,110.000, 110.500, 110.500, 14, 110
2963662,2317,2017/10/24,09:02:18,110.000, 110.500, 110.500, 14, 110
2963663,2317,2017/10/24,09:02:23,110.000, 110.500, 110.500, 115, 110
2963664,2317,2017/10/24,09:02:29,110.000, 110.500, 110.500, 30, 110
2963665,2317,2017/10/24,09:02:34,110.000, 110.500, 110.500, 122, 110
2963666,2317,2017/10/24,09:02:39,110.000, 110.500, 110.500, 44, 110
2963667,2317,2017/10/24,09:02:44,110.000, 110.500, 110.500, 13, 110
2963668,2317,2017/10/24,09:02:49,110.000, 110.500, 110.500, 104, 110
2963669,2317,2017/10/24,09:02:54,110.000, 110.500, 110.500, 122, 110
2963670,2317,2017/10/24,09:02:59,110.000, 110.500, 110.500, 20, 110
2963671,2317,2017/10/24,09:03:04,110.000, 110.500, 110.500, 6, 110
2963672,2317,2017/10/24,09:03:10,110.000, 110.500, 110.500, 42, 110
2963673,2317,2017/10/24,09:03:15,110.000, 110.500, 110.500, 309, 110
2963674,2317,2017/10/24,09:03:20,110.000, 110.500, 110.500, 38, 110
2963675,2317,2017/10/24,09:03:25,110.000, 110.500, 110.500, 155, 110
2963676,2317,2017/10/24,09:03:30,110.500, 111.000, 111.000, 18, 110
2963677,2317,2017/10/24,09:03:35,110.500, 111.000, 110.500, 11, 110
2963678,2317,2017/10/24,09:03:40,110.500, 111.000, 110.500, 4, 110
2963679,2317,2017/10/24,09:03:45,110.500, 111.000, 110.500, 4, 110
2963680,2317,2017/10/24,09:03:51,110.500, 111.000, 111.000, 6, 110
2963681,2317,2017/10/24,09:03:56,110.500, 111.000, 111.000, 11, 110
2963682,2317,2017/10/24,09:04:01,110.500, 111.000, 111.000, 3, 110
2963683,2317,2017/10/24,09:04:06,110.500, 111.000, 111.000, 2, 110
2963684,2317,2017/10/24,09:04:16,110.500, 111.000, 111.000, 27, 110
2963685,2317,2017/10/24,09:04:21,110.500, 111.000, 111.000, 43, 110
2963686,2317,2017/10/24,09:04:26,110.500, 111.000, 111.000, 6, 110
2963687,2317,2017/10/24,09:04:32,110.500, 111.000, 111.000, 12, 110
2963688,2317,2017/10/24,09:04:37,110.500, 111.000, 111.000, 23, 110
2963689,2317,2017/10/24,09:04:42,110.500, 111.000, 111.000, 10, 110
2963690,2317,2017/10/24,09:04:47,110.500, 111.000, 111.000, 91, 110
2963691,2317,2017/10/24,09:04:52,110.500, 111.000, 111.000, 43, 110
2963692,2317,2017/10/24,09:04:57,110.500, 111.000, 111.000, 14, 110
