71396,TX00,2017/11/27,08:50:00,10841,10848,10836,10838,3778,10848,G
71397,TX00,2017/11/27,08:55:02,10837,10844,10835,10841,2303,10847,R
71398,TX00,2017/11/27,09:00:00,10841,10841,10832,10834,1920,10844,G
71399,TX00,2017/11/27,09:05:00,10833,10837,10815,10815,7422,10836,G
71400,TX00,2017/11/27,09:10:00,10815,10820,10805,10814,6943,10828,G
71401,TX00,2017/11/27,09:15:00,10813,10820,10811,10816,2454,10824,R
71402,TX00,2017/11/27,09:20:00,10816,10823,10810,10817,4291,10819,R
71403,TX00,2017/11/27,09:25:00,10817,10827,10812,10812,3595,10815,G
71404,TX00,2017/11/27,09:30:00,10813,10816,10809,10812,2695,10814,G
71405,TX00,2017/11/27,09:35:00,10812,10812,10786,10786,11148,10809,G
71406,TX00,2017/11/27,09:40:00,10786,10796,10778,10790,7204,10803,R
71407,TX00,2017/11/27,09:45:00,10789,10790,10772,10772,5617,10794,G
71408,TX00,2017/11/27,09:50:00,10773,10782,10768,10774,4841,10787,R
71409,TX00,2017/11/27,09:55:01,10773,10781,10771,10779,2549,10780,R
71410,TX00,2017/11/27,10:00:00,10778,10786,10777,10786,2121,10780,R
71411,TX00,2017/11/27,10:05:00,10785,10785,10775,10776,1601,10777,G
71412,TX00,2017/11/27,10:10:00,10777,10777,10765,10768,3785,10777,G
71413,TX00,2017/11/27,10:15:00,10768,10774,10762,10763,2886,10774,G
71414,TX00,2017/11/27,10:20:03,10762,10776,10761,10772,2398,10773,R
71415,TX00,2017/11/27,10:25:00,10773,10783,10771,10783,1751,10772,R
71416,TX00,2017/11/27,10:30:00,10782,10783,10774,10774,1221,10772,G
71417,TX00,2017/11/27,10:35:00,10774,10778,10774,10776,631,10774,R
71418,TX00,2017/11/27,10:40:01,10777,10777,10770,10772,1320,10775,G
71419,TX00,2017/11/27,10:45:00,10773,10775,10767,10772,1236,10775,G
71420,TX00,2017/11/27,10:50:00,10772,10773,10763,10765,1663,10772,G
71421,TX00,2017/11/27,10:55:00,10765,10770,10764,10766,1236,10770,R
71422,TX00,2017/11/27,11:00:00,10767,10769,10763,10768,1014,10769,R
71423,TX00,2017/11/27,11:05:01,10767,10771,10764,10768,1248,10768,R
71424,TX00,2017/11/27,11:10:00,10768,10773,10765,10771,1004,10768,R
71425,TX00,2017/11/27,11:15:00,10772,10772,10766,10766,560,10768,G
71426,TX00,2017/11/27,11:20:01,10766,10773,10765,10772,742,10769,R
71427,TX00,2017/11/27,11:25:00,10772,10776,10771,10776,712,10771,R
71428,TX00,2017/11/27,11:30:00,10776,10776,10772,10773,670,10772,G
71429,TX00,2017/11/27,11:35:00,10772,10773,10769,10770,638,10771,G
71430,TX00,2017/11/27,11:40:01,10770,10771,10766,10768,650,10772,G
71431,TX00,2017/11/27,11:45:01,10767,10773,10766,10768,485,10771,R
71432,TX00,2017/11/27,11:50:10,10768,10771,10766,10769,378,10770,R
71433,TX00,2017/11/27,11:55:02,10770,10773,10769,10773,269,10770,R
71434,TX00,2017/11/27,12:00:15,10772,10773,10768,10771,308,10770,G
71435,TX00,2017/11/27,12:05:00,10771,10771,10766,10767,345,10770,G
71436,TX00,2017/11/27,12:10:01,10766,10768,10762,10767,1295,10769,R
71437,TX00,2017/11/27,12:15:00,10768,10768,10765,10767,667,10769,G
71438,TX00,2017/11/27,12:20:06,10767,10770,10763,10766,1127,10768,G
71439,TX00,2017/11/27,12:25:00,10766,10768,10764,10768,602,10767,R
71440,TX00,2017/11/27,12:30:00,10768,10768,10762,10766,742,10767,G
71441,TX00,2017/11/27,12:35:00,10766,10767,10762,10763,505,10766,G
71442,TX00,2017/11/27,12:40:01,10763,10764,10760,10761,1293,10765,G
71443,TX00,2017/11/27,12:45:01,10760,10763,10756,10758,1473,10763,G
71444,TX00,2017/11/27,12:50:00,10758,10759,10752,10753,2054,10760,G
71445,TX00,2017/11/27,12:55:00,10753,10756,10738,10740,4866,10755,G
71446,TX00,2017/11/27,13:00:00,10740,10745,10737,10738,2342,10750,G
71447,TX00,2017/11/27,13:05:00,10739,10748,10737,10746,2393,10747,R
71448,TX00,2017/11/27,13:10:00,10747,10751,10746,10747,1736,10745,E
71449,TX00,2017/11/27,13:15:00,10747,10750,10746,10747,952,10744,E
71450,TX00,2017/11/27,13:20:00,10748,10749,10743,10745,974,10745,G
71451,TX00,2017/11/27,13:25:00,10745,10754,10745,10749,2181,10747,R
71452,TX00,2017/11/27,13:30:00,10749,10759,10747,10748,3123,10747,G
71453,TX00,2017/11/27,13:35:00,10747,10750,10745,10748,2677,10747,R
71454,TX00,2017/11/27,13:40:00,10749,10751,10747,10748,1493,10748,G
71455,TX00,2017/11/27,13:45:00,10748,10751,10747,10750,2942,10749,G
