74952,TX00,2017/12/01,08:50:00,10607,10609,10596,10596,4476,10580,G
74953,TX00,2017/12/01,08:55:00,10597,10600,10592,10597,2002,10584,E
74954,TX00,2017/12/01,09:00:00,10597,10600,10591,10592,1610,10588,G
74955,TX00,2017/12/01,09:05:00,10592,10605,10590,10599,4926,10592,R
74956,TX00,2017/12/01,09:10:00,10598,10603,10593,10602,2756,10597,R
74957,TX00,2017/12/01,09:15:00,10602,10602,10582,10584,3917,10595,G
74958,TX00,2017/12/01,09:20:00,10585,10587,10573,10581,5638,10592,G
74959,TX00,2017/12/01,09:25:00,10581,10584,10571,10576,3766,10588,G
74960,TX00,2017/12/01,09:30:00,10575,10585,10574,10579,1990,10584,R
74961,TX00,2017/12/01,09:35:00,10579,10586,10576,10583,1765,10581,R
74962,TX00,2017/12/01,09:40:00,10583,10588,10581,10584,2536,10581,R
74963,TX00,2017/12/01,09:45:00,10583,10585,10574,10577,1849,10580,G
74964,TX00,2017/12/01,09:50:00,10577,10578,10556,10557,5957,10576,G
74965,TX00,2017/12/01,09:55:00,10556,10561,10536,10540,7268,10568,G
74966,TX00,2017/12/01,10:00:00,10539,10548,10523,10530,7344,10558,G
74967,TX00,2017/12/01,10:05:00,10530,10532,10495,10507,12028,10542,G
74968,TX00,2017/12/01,10:10:00,10507,10521,10506,10517,5737,10530,R
74969,TX00,2017/12/01,10:15:00,10517,10525,10512,10522,3596,10523,R
74970,TX00,2017/12/01,10:20:00,10523,10532,10522,10525,3525,10520,R
74971,TX00,2017/12/01,10:25:00,10525,10539,10525,10539,3218,10522,R
74972,TX00,2017/12/01,10:30:00,10539,10555,10539,10554,5826,10531,R
74973,TX00,2017/12/01,10:35:00,10554,10575,10554,10569,6527,10542,R
74974,TX00,2017/12/01,10:40:00,10569,10571,10548,10549,4401,10547,G
74975,TX00,2017/12/01,10:45:00,10549,10554,10538,10541,3297,10550,G
74976,TX00,2017/12/01,10:50:00,10541,10560,10539,10559,2836,10554,R
74977,TX00,2017/12/01,10:55:01,10559,10563,10549,10550,1705,10554,G
74978,TX00,2017/12/01,11:00:00,10549,10558,10547,10550,1270,10550,R
74979,TX00,2017/12/01,11:05:00,10550,10564,10549,10562,2785,10552,R
74980,TX00,2017/12/01,11:10:00,10561,10573,10557,10572,2499,10559,R
74981,TX00,2017/12/01,11:15:00,10573,10583,10572,10582,3933,10563,R
74982,TX00,2017/12/01,11:20:00,10583,10584,10568,10572,2604,10568,G
74983,TX00,2017/12/01,11:25:00,10572,10582,10571,10581,1596,10574,R
74984,TX00,2017/12/01,11:30:00,10581,10584,10575,10575,1640,10576,G
74985,TX00,2017/12/01,11:35:00,10575,10582,10571,10577,1630,10577,R
74986,TX00,2017/12/01,11:40:00,10576,10601,10573,10598,4506,10581,R
74987,TX00,2017/12/01,11:45:00,10598,10610,10596,10606,4134,10587,R
74988,TX00,2017/12/01,11:50:00,10606,10608,10598,10605,2285,10592,G
74989,TX00,2017/12/01,11:55:00,10604,10613,10601,10610,1993,10599,R
74990,TX00,2017/12/01,12:00:00,10611,10620,10610,10616,3415,10607,R
74991,TX00,2017/12/01,12:05:00,10615,10617,10612,10616,1416,10611,R
74992,TX00,2017/12/01,12:10:00,10616,10616,10609,10610,1189,10611,G
74993,TX00,2017/12/01,12:15:00,10610,10614,10606,10608,1444,10612,G
74994,TX00,2017/12/01,12:20:08,10609,10616,10607,10613,1225,10613,R
74995,TX00,2017/12/01,12:25:02,10613,10616,10612,10615,593,10612,R
74996,TX00,2017/12/01,12:30:00,10615,10624,10615,10623,2276,10614,R
74997,TX00,2017/12/01,12:35:00,10622,10638,10622,10633,4127,10618,R
74998,TX00,2017/12/01,12:40:00,10633,10641,10631,10640,2827,10625,R
74999,TX00,2017/12/01,12:45:00,10640,10645,10637,10642,2357,10631,R
75000,TX00,2017/12/01,12:50:00,10641,10663,10641,10663,4758,10640,R
75001,TX00,2017/12/01,12:55:00,10662,10664,10655,10655,2987,10647,G
75002,TX00,2017/12/01,13:00:00,10655,10657,10643,10651,3297,10650,G
75003,TX00,2017/12/01,13:05:00,10651,10652,10641,10641,1527,10650,G
75004,TX00,2017/12/01,13:10:00,10641,10649,10641,10649,1713,10652,R
75005,TX00,2017/12/01,13:15:00,10649,10651,10640,10643,1902,10648,G
75006,TX00,2017/12/01,13:20:01,10643,10644,10626,10626,3679,10642,G
75007,TX00,2017/12/01,13:25:00,10626,10627,10610,10612,3881,10634,G
75008,TX00,2017/12/01,13:30:00,10612,10615,10595,10599,4950,10626,G
75009,TX00,2017/12/01,13:35:00,10599,10604,10595,10601,2485,10616,R
75010,TX00,2017/12/01,08:50:00,10601,10609,10596,10596,5458,10607,G
